,age,gender,race
33412,1,0,1
33413,1,0,2
33414,42,1,0
33415,85,1,0
33416,53,0,0
33417,20,0,0
33418,1,1,3
33419,54,0,0
33420,32,1,0
33421,2,1,3
33422,3,0,0
33423,1,1,3
33424,20,1,0
33425,54,0,2
33426,4,0,2
33427,22,1,4
33428,3,1,2
33429,52,1,0
33430,57,1,0
33431,39,0,0
33432,22,1,4
33433,37,1,0
33434,26,1,3
33435,2,0,2
33436,48,1,1
33437,28,0,4
33438,1,0,2
33439,82,1,1
33440,43,0,4
33441,5,1,0
33442,14,1,0
33443,80,0,0
33444,85,1,0
33445,48,1,0
33446,77,1,2
33447,35,0,1
33448,1,0,2
33449,58,0,0
33450,28,1,3
33451,9,1,0
33452,30,1,4
33453,4,0,2
33454,22,0,2
33455,2,1,4
33456,7,0,0
33457,14,0,2
33458,2,1,2
33459,26,1,0
33460,6,1,4
33461,12,1,0
33462,1,1,4
33463,38,1,1
33464,2,1,0
33465,1,0,2
33466,1,0,2
33467,72,1,0
33468,1,1,4
33469,49,1,3
33470,8,1,4
33471,29,1,0
33472,28,1,0
33473,65,1,0
33474,16,0,4
33475,45,0,4
33476,58,0,4
33477,1,1,4
33478,28,1,4
33479,39,1,0
33480,49,0,0
33481,39,0,0
33482,3,1,2
33483,27,1,3
33484,65,1,0
33485,43,0,0
33486,20,1,2
33487,69,1,0
33488,1,0,0
33489,1,1,2
33490,47,0,0
33491,15,0,4
33492,54,0,0
33493,23,1,0
33494,25,1,3
33495,2,1,4
33496,25,1,0
33497,7,0,2
33498,10,1,2
33499,1,0,3
33500,63,1,4
33501,46,1,4
33502,53,1,0
33503,14,1,0
33504,6,1,0
33505,28,0,3
33506,52,0,0
33507,38,0,4
33508,3,1,0
33509,1,1,2
33510,16,1,3
33511,62,0,0
33512,16,0,0
33513,8,1,0
33514,24,1,4
33515,68,0,0
33516,17,0,1
33517,60,1,0
33518,50,1,0
33519,1,1,1
33520,1,0,3
33521,80,1,0
33522,75,1,1
33523,75,0,3
33524,1,1,3
33525,28,0,3
33526,6,1,3
33527,80,0,0
33528,85,1,0
33529,30,1,0
33530,25,1,2
33531,2,1,4
33532,63,1,0
33533,12,1,3
33534,78,1,0
33535,62,0,0
33536,1,0,3
33537,28,0,0
33538,4,1,2
33539,18,1,0
33540,29,0,0
33541,62,0,0
33542,38,0,0
33543,77,1,0
33544,10,0,0
33545,8,0,0
33546,39,0,4
33547,32,1,0
33548,30,1,3
33549,77,1,0
33550,10,1,4
33551,52,0,1
33552,70,0,2
33553,58,0,0
33554,60,1,0
33555,1,0,1
33556,26,1,1
33557,16,1,0
33558,2,1,0
33559,19,1,0
33560,50,0,0
33561,60,1,0
33562,42,0,3
33563,4,1,2
33564,24,1,0
33565,80,1,0
33566,37,0,2
33567,34,1,4
33568,50,1,0
33569,65,0,0
33570,39,0,2
33571,51,0,0
33572,4,1,3
33573,3,1,3
33574,56,1,0
33575,75,0,1
33576,18,1,3
33577,50,0,0
33578,85,1,0
33579,72,1,0
33580,1,1,0
33581,42,0,3
33582,7,1,0
33583,46,1,0
33584,48,0,0
33585,5,1,4
33586,39,0,2
33587,39,0,0
33588,49,1,0
33589,16,0,3
33590,1,0,3
33591,45,0,4
33592,5,1,0
33593,44,0,0
33594,20,0,4
33595,29,1,1
33596,28,1,1
33597,90,1,0
33598,1,1,3
33599,66,1,0
33600,72,0,0
33601,2,1,3
33602,77,1,0
33603,90,1,0
33604,50,0,3
33605,4,1,2
33606,1,0,2
33607,32,1,0
33608,60,1,0
33609,25,0,1
33610,39,1,0
33611,1,0,2
33612,12,0,3
33613,4,0,0
33614,59,0,0
33615,73,0,0
33616,13,1,0
33617,2,0,2
33618,35,1,0
33619,40,1,0
33620,14,0,2
33621,1,1,2
33622,36,0,0
33623,46,0,4
33624,2,1,0
33625,11,0,0
33626,14,1,2
33627,62,1,3
33628,1,0,3
33629,1,0,2
33630,65,0,0
33631,1,0,2
33632,16,0,0
33633,7,1,0
33634,35,1,0
33635,85,0,0
33636,11,0,0
33637,13,0,0
33638,62,1,0
33639,25,1,3
33640,25,1,3
33641,8,1,0
33642,1,1,4
33643,10,0,4
33644,4,1,4
33645,58,1,0
33646,3,1,0
33647,50,0,0
33648,53,1,0
33649,12,1,2
33650,3,1,2
33651,1,1,3
33652,90,0,2
33653,3,0,3
33654,38,0,0
33655,26,1,2
33656,56,1,0
33657,40,0,0
33658,1,1,0
33659,32,1,3
33660,8,0,0
33661,1,0,3
33662,1,1,2
33663,1,0,2
33664,5,0,0
33665,32,1,2
33666,8,0,0
33667,18,1,0
33668,52,0,0
33669,44,0,0
33670,53,0,0
33671,37,0,2
33672,18,1,3
33673,11,1,0
33674,36,0,0
33675,17,1,0
33676,15,1,4
33677,28,0,0
33678,1,1,3
33679,30,1,0
33680,65,1,0
33681,65,0,2
33682,7,0,0
33683,3,1,0
33684,18,1,4
33685,14,0,0
33686,52,0,0
33687,35,1,0
33688,54,0,0
33689,20,1,4
33690,21,1,0
33691,8,1,0
33692,50,1,0
33693,31,1,0
33694,65,0,1
33695,48,0,3
33696,29,0,4
33697,56,0,0
33698,50,0,0
33699,1,0,0
33700,72,0,0
33701,12,0,4
33702,72,1,0
33703,24,1,3
33704,80,1,0
33705,61,1,0
33706,1,1,3
33707,42,0,2
33708,1,0,3
33709,21,0,4
33710,1,0,3
33711,65,1,0
33712,85,1,0
33713,1,1,0
33714,47,0,0
33715,39,0,2
33716,55,1,0
33717,1,0,3
33718,1,0,3
33719,12,0,0
33720,31,1,0
33721,37,1,0
33722,49,1,0
33723,8,1,4
33724,90,1,0
33725,8,1,0
33726,1,0,4
33727,46,1,0
33728,24,1,4
33729,7,0,1
33730,23,1,0
33731,78,0,0
33732,16,1,0
33733,6,0,3
33734,1,1,2
33735,14,0,0
33736,24,1,4
33737,35,1,1
33738,2,1,2
33739,3,1,0
33740,45,1,0
33741,2,1,2
33742,9,0,0
33743,89,1,0
33744,44,0,0
33745,42,0,0
33746,30,0,0
33747,6,0,3
33748,60,0,0
33749,18,1,0
33750,14,0,0
33751,1,1,2
33752,8,1,0
33753,36,0,0
33754,26,1,3
33755,55,1,0
33756,47,0,4
33757,16,1,0
33758,29,1,4
33759,3,1,3
33760,38,1,0
33761,34,0,0
33762,1,0,3
33763,27,0,0
33764,75,1,0
33765,32,1,2
33766,8,1,0
33767,40,1,0
33768,26,0,0
33769,2,1,2
33770,90,0,0
33771,70,1,0
33772,8,1,4
33773,37,0,0
33774,53,0,0
33775,11,0,0
33776,27,0,0
33777,37,0,0
33778,1,0,2
33779,63,0,0
33780,60,0,0
33781,1,1,0
33782,26,1,0
33783,2,1,2
33784,9,1,4
33785,26,1,4
33786,25,1,1
33787,9,0,0
33788,1,0,2
33789,38,0,3
33790,2,1,2
33791,16,0,0
33792,65,1,0
33793,70,0,0
33794,1,1,0
33795,26,1,2
33796,80,0,1
33797,2,1,3
33798,12,0,2
33799,66,0,0
33800,52,0,2
33801,15,1,4
33802,7,0,0
33803,8,0,3
33804,20,1,3
33805,67,0,0
33806,65,1,0
33807,67,1,0
33808,28,1,0
33809,30,1,3
33810,1,0,2
33811,72,1,0
33812,7,0,0
33813,18,1,0
33814,5,1,2
33815,9,0,0
33816,60,1,0
33817,33,0,0
33818,8,1,0
33819,25,0,3
33820,40,0,0
33821,46,0,0
33822,56,0,0
33823,16,0,0
33824,29,0,0
33825,90,0,2
33826,78,0,0
33827,23,1,4
33828,27,1,0
33829,30,1,0
33830,34,1,0
33831,26,1,0
33832,9,0,0
33833,10,1,0
33834,10,1,4
33835,37,1,0
33836,66,0,0
33837,31,1,2
33838,80,1,0
33839,1,1,1
33840,4,1,0
33841,26,1,3
33842,17,1,0
33843,4,1,0
33844,53,0,0
33845,79,0,0
33846,25,1,3
33847,17,1,4
33848,7,1,3
33849,54,0,0
33850,1,1,0
33851,54,1,3
33852,16,0,0
33853,14,0,0
33854,24,1,0
33855,1,0,2
33856,27,1,2
33857,86,0,0
33858,4,1,0
33859,65,1,0
33860,47,0,2
33861,5,0,0
33862,16,1,4
33863,1,1,0
33864,8,1,4
33865,1,0,0
33866,10,0,0
33867,36,0,0
33868,52,1,0
33869,8,1,0
33870,1,1,3
33871,90,1,0
33872,26,0,4
33873,34,1,3
33874,38,0,0
33875,76,1,0
33876,28,0,1
33877,67,0,3
33878,36,1,0
33879,52,0,0
33880,1,0,4
33881,65,1,0
33882,40,0,0
33883,32,1,0
33884,54,0,0
33885,54,1,0
33886,1,1,3
33887,52,0,0
33888,21,0,2
33889,51,1,1
33890,21,1,3
33891,76,0,2
33892,53,0,3
33893,39,1,0
33894,13,1,0
33895,3,1,0
33896,21,1,0
33897,52,1,0
33898,1,1,0
33899,23,1,4
33900,1,0,0
33901,25,1,3
33902,66,1,0
33903,9,0,0
33904,11,0,0
33905,27,0,1
33906,2,1,0
33907,38,0,2
33908,32,1,4
33909,1,0,0
33910,2,1,3
33911,20,1,4
33912,24,1,3
33913,2,1,2
33914,1,0,0
33915,2,1,3
33916,78,0,0
33917,8,1,0
33918,59,0,0
33919,51,1,0
33920,37,1,0
33921,1,1,0
33922,25,1,0
33923,29,0,0
33924,2,1,2
33925,19,1,0
33926,4,0,4
33927,29,0,4
33928,17,1,4
33929,22,0,0
33930,26,1,3
33931,2,0,0
33932,27,0,3
33933,30,0,0
33934,37,1,0
33935,29,1,4
33936,1,1,0
33937,36,1,3
33938,63,0,1
33939,7,1,0
33940,29,0,4
33941,5,0,2
33942,9,0,0
33943,16,0,0
33944,21,1,4
33945,53,1,0
33946,2,0,0
33947,4,1,4
33948,90,0,0
33949,29,1,0
33950,59,0,0
33951,5,1,4
33952,75,0,0
33953,1,1,4
33954,9,0,0
33955,85,1,0
33956,2,1,2
33957,14,1,0
33958,32,1,0
33959,29,1,3
33960,1,1,2
33961,37,0,3
33962,41,0,0
33963,15,0,0
33964,41,1,0
33965,2,1,4
33966,60,0,0
33967,19,0,0
33968,1,0,2
33969,60,0,0
33970,20,1,0
33971,10,1,0
33972,1,1,2
33973,85,1,0
33974,72,0,0
33975,69,1,0
33976,34,1,1
33977,6,1,0
33978,33,0,0
33979,1,0,4
33980,3,1,2
33981,56,0,0
33982,70,0,3
33983,92,1,0
33984,18,1,3
33985,55,1,3
33986,23,1,4
33987,63,0,0
33988,53,1,0
33989,24,1,4
33990,34,1,0
33991,4,1,0
33992,44,1,0
33993,32,0,3
33994,61,0,0
33995,3,1,4
33996,63,0,0
33997,17,1,4
33998,6,1,0
33999,39,0,0
34000,24,1,3
34001,16,0,0
34002,29,0,0
34003,70,0,0
34004,24,1,3
34005,4,0,2
34006,7,0,0
34007,76,0,0
34008,7,0,0
34009,1,1,3
34010,8,1,0
34011,6,1,1
34012,37,0,0
34013,8,1,2
34014,23,1,2
34015,15,1,0
34016,14,1,4
34017,22,1,1
34018,34,1,4
34019,2,1,2
34020,92,1,0
34021,9,0,0
34022,18,0,3
34023,25,1,1
34024,71,1,0
34025,54,1,0
34026,80,1,0
34027,85,1,0
34028,26,0,4
34029,26,1,2
34030,72,0,3
34031,58,1,0
34032,7,1,4
34033,85,1,0
34034,2,0,4
34035,3,0,0
34036,26,0,2
34037,52,0,0
34038,60,0,0
34039,86,1,3
34040,32,0,0
34041,62,0,0
34042,77,1,0
34043,2,0,0
34044,56,1,1
34045,1,1,0
34046,17,1,0
34047,1,1,0
34048,9,0,0
34049,45,1,1
34050,19,1,4
34051,1,0,2
34052,4,1,4
34053,17,1,4
34054,62,1,3
34055,4,0,0
34056,47,1,0
34057,66,1,0
34058,10,1,0
34059,17,0,2
34060,38,1,0
34061,1,1,3
34062,68,0,0
34063,27,1,2
34064,1,1,2
34065,14,1,0
34066,1,1,4
34067,5,1,0
34068,22,1,0
34069,18,1,0
34070,39,1,3
34071,34,1,2
34072,15,0,4
34073,8,1,0
34074,15,0,0
34075,1,0,2
34076,41,0,0
34077,8,1,0
34078,25,1,1
34079,9,1,0
34080,9,0,0
34081,52,0,4
34082,2,0,2
34083,15,1,3
34084,68,0,0
34085,29,1,0
34086,39,0,0
34087,10,1,0
34088,49,0,0
34089,10,1,1
34090,1,1,3
34091,49,0,0
34092,23,1,2
34093,1,0,2
34094,8,1,0
34095,39,1,3
34096,58,0,0
34097,49,1,0
34098,1,0,4
34099,56,0,0
34100,2,1,2
34101,61,0,3
34102,15,1,0
34103,3,1,1
34104,60,0,0
34105,40,0,3
34106,1,1,4
34107,56,1,0
34108,15,1,0
34109,3,1,0
34110,22,1,0
34111,24,1,3
34112,3,1,2
34113,52,0,4
34114,40,1,1
34115,6,0,3
34116,50,0,1
34117,8,0,0
34118,61,0,0
34119,1,0,0
34120,4,0,2
34121,6,1,0
34122,58,0,0
34123,52,0,0
34124,1,0,3
34125,10,0,0
34126,1,0,3
34127,54,1,0
34128,1,0,4
34129,14,1,4
34130,26,1,0
34131,29,1,1
34132,22,0,3
34133,1,1,4
34134,8,0,0
34135,1,0,0
34136,45,1,0
34137,54,0,0
34138,10,0,0
34139,1,0,1
34140,5,1,0
34141,1,0,2
34142,25,1,1
34143,2,0,2
34144,6,0,0
34145,58,0,2
34146,54,0,0
34147,65,1,0
34148,60,0,0
34149,66,0,1
34150,48,1,0
34151,17,0,3
34152,27,0,4
34153,5,1,0
34154,1,0,3
34155,22,1,2
34156,37,1,1
34157,5,1,0
34158,20,0,4
34159,15,1,0
34160,1,0,0
34161,28,1,3
34162,27,0,0
34163,28,1,0
34164,65,1,0
34165,54,1,3
34166,31,1,0
34167,38,0,0
34168,73,0,0
34169,24,1,3
34170,54,1,0
34171,30,1,2
34172,52,0,0
34173,24,1,3
34174,18,1,3
34175,11,1,0
34176,1,0,2
34177,24,1,4
34178,3,1,2
34179,1,1,2
34180,61,0,0
34181,72,1,0
34182,42,0,0
34183,1,0,2
34184,53,1,3
34185,83,0,0
34186,65,1,0
34187,20,1,0
34188,46,0,0
34189,60,1,0
34190,1,0,2
34191,62,0,3
34192,74,1,0
34193,1,1,2
34194,13,0,0
34195,38,1,0
34196,1,1,2
34197,21,1,2
34198,39,1,0
34199,11,0,0
34200,70,1,0
34201,4,0,0
34202,35,1,0
34203,50,1,3
34204,21,0,4
34205,10,0,0
34206,9,1,2
34207,2,0,2
34208,1,1,3
34209,72,1,3
34210,56,0,0
34211,18,0,0
34212,38,0,2
34213,32,1,3
34214,11,0,2
34215,62,0,0
34216,70,0,0
34217,68,0,0
34218,3,1,0
34219,11,1,0
34220,30,1,0
34221,15,0,2
34222,30,1,4
34223,64,1,0
34224,2,0,2
34225,75,0,0
34226,75,0,0
34227,4,1,2
34228,61,0,0
34229,32,0,4
34230,5,0,2
34231,26,1,2
34232,56,0,0
34233,26,1,3
34234,45,1,0
34235,26,1,3
34236,26,0,3
34237,1,1,3
34238,26,1,3
34239,40,1,3
34240,51,0,4
34241,1,1,0
34242,35,0,2
34243,11,1,0
34244,13,1,0
34245,1,0,2
34246,1,1,4
34247,65,1,0
34248,47,1,0
34249,3,1,4
34250,85,1,0
34251,27,1,0
34252,18,1,0
34253,8,1,4
34254,4,1,3
34255,65,0,0
34256,50,0,0
34257,8,1,0
34258,26,0,3
34259,38,0,4
34260,10,0,0
34261,30,1,4
34262,3,0,4
34263,18,1,0
34264,1,1,0
34265,4,1,0
34266,49,0,4
34267,48,0,2
34268,8,0,3
34269,34,0,0
34270,34,0,2
34271,2,0,0
34272,11,1,0
34273,1,1,3
34274,7,0,0
34275,54,0,0
34276,12,1,4
34277,23,1,0
34278,26,1,0
34279,1,1,2
34280,37,1,0
34281,27,1,3
34282,12,1,0
34283,51,0,0
34284,61,0,0
34285,47,0,3
34286,37,0,0
34287,24,0,4
34288,39,1,0
34289,48,1,0
34290,85,1,0
34291,65,0,0
34292,8,0,0
34293,12,1,4
34294,57,0,0
34295,54,0,0
34296,39,0,0
34297,2,0,2
34298,35,0,4
34299,20,1,4
34300,1,1,0
34301,3,0,0
34302,55,0,0
34303,29,1,4
34304,56,1,3
34305,20,1,2
34306,12,1,0
34307,52,0,0
34308,74,0,0
34309,8,1,0
34310,1,0,2
34311,1,0,0
34312,32,1,2
34313,32,1,0
34314,34,1,1
34315,50,1,0
34316,15,1,0
34317,8,0,0
34318,1,1,3
34319,26,1,0
34320,14,1,0
34321,85,0,0
34322,36,0,0
34323,19,1,3
34324,3,0,2
34325,2,0,0
34326,68,0,0
34327,3,1,3
34328,1,0,2
34329,60,1,0
34330,4,1,4
34331,14,1,0
34332,1,0,2
34333,34,1,0
34334,32,0,0
34335,47,1,0
34336,3,1,2
34337,49,0,0
34338,8,1,0
34339,44,1,0
34340,2,1,4
34341,14,0,0
34342,54,0,3
34343,14,1,3
34344,8,1,3
34345,34,0,3
34346,16,0,0
34347,30,1,2
34348,78,1,0
34349,21,1,2
34350,18,1,4
34351,69,1,0
34352,5,0,2
34353,92,1,2
34354,54,0,0
34355,1,0,4
34356,15,1,0
34357,34,0,0
34358,3,0,3
34359,52,0,0
34360,1,1,0
34361,22,1,2
34362,5,0,2
34363,68,1,0
34364,57,1,3
34365,26,1,3
34366,21,1,2
34367,65,1,0
34368,21,0,4
34369,1,1,0
34370,28,1,2
34371,9,0,0
34372,6,1,4
34373,1,0,2
34374,27,0,0
34375,54,1,0
34376,39,0,0
34377,2,0,3
34378,38,1,0
34379,6,1,4
34380,30,0,4
34381,1,1,2
34382,2,1,2
34383,56,0,3
34384,3,0,2
34385,1,1,0
34386,87,1,0
34387,29,0,0
34388,32,1,3
34389,70,1,0
34390,1,0,3
34391,28,1,2
34392,2,1,3
34393,4,1,3
34394,1,1,4
34395,2,0,2
34396,38,1,0
34397,17,1,0
34398,43,0,0
34399,15,0,3
34400,46,0,0
34401,80,1,0
34402,37,1,4
34403,51,1,0
34404,1,0,4
34405,29,0,3
34406,73,1,0
34407,39,0,0
34408,45,0,0
34409,23,1,3
34410,10,0,0
34411,55,1,0
34412,4,0,4
34413,60,1,0
34414,1,1,4
34415,53,0,0
34416,1,0,2
34417,60,0,0
34418,1,1,2
34419,54,0,0
34420,15,0,2
34421,47,0,1
34422,24,1,2
34423,59,0,3
34424,85,0,1
34425,88,0,0
34426,37,0,3
34427,17,1,0
34428,18,1,2
34429,56,1,0
34430,26,0,3
34431,85,1,0
34432,39,0,0
34433,10,0,0
34434,1,1,3
34435,12,1,3
34436,2,0,2
34437,31,1,4
34438,58,0,4
34439,25,1,3
34440,49,1,0
34441,7,1,2
34442,1,1,3
34443,75,0,0
34444,7,0,0
34445,85,1,0
34446,6,0,0
34447,61,1,20170109142408075.jpg
34448,38,0,1
34449,52,0,0
34450,23,1,4
34451,1,0,2
34452,30,0,0
34453,2,1,2
34454,9,0,0
34455,55,0,0
34456,4,0,2
34457,85,1,0
34458,7,1,0
34459,47,0,0
34460,24,1,4
34461,22,1,0
34462,90,1,0
34463,53,1,0
34464,29,1,2
34465,70,0,0
34466,1,1,2
34467,65,1,0
34468,1,1,0
34469,54,0,0
34470,2,0,2
34471,26,1,2
34472,25,1,2
34473,75,0,2
34474,26,0,3
34475,26,1,0
34476,60,0,0
34477,21,0,1
34478,5,1,0
34479,39,0,0
34480,1,0,2
34481,75,0,1
34482,45,0,3
34483,16,0,0
34484,9,0,0
34485,2,1,2
34486,51,1,3
34487,41,0,2
34488,4,1,3
34489,8,1,2
34490,90,1,0
34491,56,0,0
34492,59,0,0
34493,66,1,0
34494,35,1,0
34495,21,1,4
34496,22,1,2
34497,5,1,0
34498,55,1,0
34499,25,1,4
34500,13,1,4
34501,2,0,4
34502,1,0,2
34503,70,0,2
34504,53,0,0
34505,68,1,0
34506,44,0,0
34507,39,1,2
34508,20,1,3
34509,1,0,2
34510,24,0,4
34511,76,0,0
34512,14,1,0
34513,23,1,3
34514,13,1,0
34515,29,1,0
34516,25,1,0
34517,67,1,3
34518,54,1,0
34519,36,1,0
34520,53,0,0
34521,47,1,4
34522,15,0,3
34523,67,0,3
34524,25,1,0
34525,33,1,3
34526,49,1,3
34527,31,1,3
34528,28,1,3
34529,1,0,1
34530,52,0,0
34531,54,0,0
34532,26,1,0
34533,1,0,3
34534,32,1,0
34535,85,1,2
34536,39,0,0
34537,30,0,2
34538,8,0,2
34539,26,0,4
34540,7,1,2
34541,2,0,0
34542,10,0,0
34543,30,1,1
34544,53,0,0
34545,81,1,0
34546,12,1,0
34547,76,0,4
34548,23,1,0
34549,85,1,0
34550,25,1,2
34551,12,1,0
34552,15,0,0
34553,56,1,0
34554,9,0,0
34555,28,0,1
34556,67,1,0
34557,29,1,0
34558,35,1,2
34559,26,1,4
34560,34,1,0
34561,39,0,0
34562,4,1,2
34563,1,0,0
34564,26,0,4
34565,10,1,0
34566,16,0,0
34567,11,0,1
34568,39,0,3
34569,13,0,0
34570,92,1,0
34571,5,0,2
34572,55,0,0
34573,20,1,4
34574,35,0,0
34575,9,1,0
34576,46,1,0
34577,9,0,0
34578,50,0,0
34579,63,0,0
34580,15,0,0
34581,26,1,4
34582,5,1,2
34583,22,0,2
34584,1,0,2
34585,8,1,0
34586,72,1,0
34587,69,1,0
34588,22,0,4
34589,1,0,0
34590,24,1,4
34591,19,1,0
34592,65,0,0
34593,26,0,3
34594,1,0,2
34595,4,1,4
34596,26,0,3
34597,1,0,3
34598,1,1,2
34599,1,1,2
34600,1,0,2
34601,80,0,0
34602,9,0,1
34603,29,1,0
34604,2,0,2
34605,1,0,3
34606,34,0,4
34607,26,1,3
34608,35,1,3
34609,4,0,4
34610,61,0,0
34611,2,0,0
34612,26,1,4
34613,47,1,0
34614,11,1,0
34615,51,0,0
34616,60,1,0
34617,27,1,3
34618,31,1,0
34619,74,1,0
34620,34,0,0
34621,2,0,0
34622,9,0,0
34623,2,0,3
34624,48,0,2
34625,3,0,0
34626,32,0,0
34627,31,1,4
34628,5,0,0
34629,1,0,2
34630,80,0,0
34631,1,0,3
34632,36,1,0
34633,76,1,0
34634,66,1,0
34635,50,0,0
34636,59,0,0
34637,37,0,0
34638,1,1,2
34639,29,0,4
34640,76,1,3
34641,22,1,1
34642,2,1,3
34643,45,1,0
34644,5,1,2
34645,30,0,2
34646,23,1,2
34647,8,0,0
34648,36,0,3
34649,1,1,4
34650,14,0,0
34651,16,1,4
34652,1,0,3
34653,32,0,1
34654,22,1,2
34655,72,1,0
34656,35,1,0
34657,6,1,4
34658,50,0,2
34659,1,0,2
34660,33,0,0
34661,25,0,1
34662,30,1,0
34663,1,0,2
34664,3,1,0
34665,1,0,2
34666,2,0,3
34667,2,0,2
34668,36,1,0
34669,43,0,0
34670,3,0,0
34671,22,1,3
34672,31,0,3
34673,8,1,3
34674,7,1,0
34675,30,1,0
34676,40,0,0
34677,7,0,1
34678,24,1,0
34679,1,0,4
34680,26,0,3
34681,35,0,0
34682,15,1,4
34683,13,1,0
34684,2,0,2
34685,70,0,1
34686,26,1,3
34687,38,0,0
34688,58,0,0
34689,54,1,0
34690,6,0,0
34691,8,1,0
34692,61,0,0
34693,25,1,0
34694,60,0,0
34695,19,1,4
34696,38,0,0
34697,23,1,0
34698,12,1,4
34699,1,0,4
34700,54,1,0
34701,3,0,2
34702,31,0,0
34703,22,0,4
34704,14,1,2
34705,74,0,0
34706,39,1,2
34707,32,1,3
34708,41,1,3
34709,49,1,3
34710,29,1,2
34711,38,0,4
34712,8,1,3
34713,28,1,0
34714,37,1,0
34715,45,0,0
34716,9,0,0
34717,1,1,2
34718,16,1,0
34719,1,0,2
34720,81,1,2
34721,15,1,1
34722,58,0,0
34723,37,0,0
34724,11,1,2
34725,39,0,0
34726,43,1,1
34727,60,1,0
34728,61,1,0
34729,40,0,0
34730,41,0,2
34731,19,1,0
34732,14,1,0
34733,76,0,0
34734,48,1,3
34735,1,0,3
34736,26,1,4
34737,37,1,0
34738,3,1,4
34739,17,0,0
34740,56,1,3
34741,29,0,4
34742,46,1,0
34743,9,0,0
34744,1,1,2
34745,48,0,0
34746,76,0,0
34747,30,1,0
34748,4,0,0
34749,63,1,0
34750,1,0,0
34751,85,1,0
34752,60,1,0
34753,2,1,2
34754,65,0,0
34755,16,1,0
34756,41,1,0
34757,68,0,0
34758,22,1,0
34759,1,0,2
34760,34,0,4
34761,60,1,2
34762,9,1,0
34763,4,0,0
34764,47,1,0
34765,27,1,0
34766,77,1,0
34767,50,0,0
34768,1,0,0
34769,65,1,0
34770,1,0,0
34771,3,0,4
34772,54,1,0
34773,29,1,0
34774,5,0,2
34775,82,0,2
34776,1,0,3
34777,21,1,3
34778,22,1,4
34779,1,0,0
34780,8,1,0
34781,1,0,3
34782,33,1,2
34783,15,0,0
34784,76,1,0
34785,7,1,4
34786,10,1,0
34787,4,0,0
34788,10,0,4
34789,52,0,0
34790,50,0,0
34791,96,1,2
34792,21,1,4
34793,20,1,3
34794,1,1,0
34795,25,1,3
34796,56,1,1
34797,28,1,3
34798,35,1,0
34799,81,0,0
34800,1,0,0
34801,37,0,3
34802,50,1,0
34803,33,0,0
34804,22,1,4
34805,1,0,2
34806,1,0,2
34807,2,0,4
34808,60,1,0
34809,5,1,3
34810,10,0,0
34811,46,1,2
34812,47,0,0
34813,46,0,0
34814,28,0,0
34815,76,1,0
34816,85,0,0
34817,2,1,2
34818,5,1,0
34819,6,1,0
34820,56,0,0
34821,1,0,3
34822,29,1,4
34823,28,0,3
34824,6,0,2
34825,69,1,0
34826,8,1,0
34827,1,0,2
34828,2,1,2
34829,26,1,3
34830,10,0,0
34831,2,0,4
34832,60,1,0
34833,8,1,1
34834,40,1,4
34835,26,1,3
34836,1,0,4
34837,27,1,2
34838,14,0,0
34839,63,0,0
34840,4,0,3
34841,1,0,2
34842,3,1,0
34843,3,1,0
34844,58,1,3
34845,56,1,0
34846,62,1,0
34847,20,1,0
34848,31,0,3
34849,1,0,2
34850,3,0,0
34851,63,1,3
34852,24,0,4
34853,50,0,0
34854,54,0,0
34855,72,0,0
34856,60,0,0
34857,39,1,4
34858,17,0,0
34859,52,0,3
34860,35,1,0
34861,35,0,4
34862,68,0,0
34863,53,1,1
34864,35,1,4
34865,44,1,0
34866,3,1,0
34867,20,1,3
34868,75,0,0
34869,9,0,0
34870,39,1,0
34871,39,0,3
34872,1,0,4
34873,26,1,3
34874,68,0,0
34875,1,0,2
34876,20,0,0
34877,58,0,0
34878,2,1,2
34879,57,1,0
34880,12,1,0
34881,30,1,0
34882,69,1,2
34883,3,1,0
34884,45,1,0
34885,47,0,4
34886,8,1,4
34887,3,1,0
34888,24,1,2
34889,52,0,4
34890,32,1,0
34891,26,1,0
34892,1,0,2
34893,65,0,0
34894,28,1,2
34895,1,1,0
34896,15,1,0
34897,5,1,2
34898,10,1,0
34899,15,0,4
34900,50,0,2
34901,1,1,1
34902,28,0,3
34903,85,0,1
34904,36,0,1
34905,85,0,0
34906,2,0,2
34907,42,1,0
34908,2,1,2
34909,15,0,0
34910,16,0,0
34911,13,1,0
34912,60,1,0
34913,24,1,3
34914,62,0,0
34915,40,1,2
34916,1,1,2
34917,75,1,1
34918,35,0,3
34919,58,0,0
34920,31,1,4
34921,32,1,0
34922,10,0,4
34923,1,0,0
34924,24,1,3
34925,4,1,3
34926,28,1,3
34927,2,0,2
34928,51,0,0
34929,4,1,2
34930,26,1,3
34931,41,0,3
34932,3,1,3
34933,4,1,3
34934,62,0,3
34935,36,1,0
34936,1,0,3
34937,57,0,0
34938,29,0,0
34939,73,0,0
34940,85,1,0
34941,3,1,0
34942,36,0,0
34943,1,0,0
34944,5,1,4
34945,14,1,0
34946,25,1,0
34947,69,1,0
34948,55,0,0
34949,41,1,0
34950,16,1,0
34951,3,0,0
34952,51,0,0
34953,2,0,2
34954,59,0,0
34955,2,0,0
34956,54,1,3
34957,16,0,1
34958,53,1,0
34959,2,1,2
34960,65,0,0
34961,19,1,0
34962,8,0,0
34963,16,0,0
34964,1,0,3
